
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Ronnie Brewer,23,81,2605,16.1,.565,.103,.425,4.6,9.1,6.9,10.9,2.7,0.9,10.1,18.8,,3.9,2.9,6.8,.126,,1.0,1.0,2.0,2.7
2,Deron Williams,24,68,2505,21.1,.573,.230,.390,1.1,8.1,4.6,47.8,1.5,0.6,16.5,24.7,,6.5,1.9,8.4,.160,,4.3,-2.5,1.8,2.4
3,Mehmet Okur,29,72,2409,17.5,.592,.227,.376,6.1,21.5,13.8,8.1,1.2,1.7,11.3,21.7,,4.5,2.9,7.4,.148,,1.2,0.2,1.4,2.1
4,Paul Millsap,23,76,2290,18.6,.576,.005,.435,13.1,21.0,17.0,9.8,1.8,2.5,12.6,20.0,,4.5,3.3,7.7,.162,,1.3,1.9,3.3,3.0
5,Kyle Korver,27,78,1874,12.1,.572,.477,.227,2.2,14.2,8.2,11.1,1.3,1.3,12.8,16.9,,1.9,1.8,3.7,.095,,0.3,-0.1,0.2,1.0
6,Andrei Kirilenko,27,67,1831,16.8,.549,.128,.546,5.5,15.3,10.4,14.7,2.3,3.3,14.6,20.3,,2.0,2.6,4.6,.122,,-0.2,2.5,2.4,2.0
7,C.J. Miles,21,72,1623,11.8,.546,.319,.158,3.3,9.0,6.1,10.4,1.5,0.7,9.6,18.4,,1.6,1.3,2.9,.086,,0.1,-1.1,-0.9,0.4
8,Carlos Boozer,27,37,1197,17.2,.523,.000,.271,11.1,27.3,19.2,11.4,1.7,0.5,12.1,24.4,,0.9,1.7,2.6,.105,,-0.7,0.6,-0.1,0.6
9,Brevin Knight,33,74,938,9.5,.414,.032,.339,1.7,9.5,5.6,28.1,3.7,0.3,23.3,13.5,,-0.6,1.3,0.7,.035,,-4.2,0.7,-3.4,-0.3
10,Ronnie Price,25,52,738,8.5,.465,.300,.222,1.9,9.2,5.6,21.3,2.7,0.5,21.5,17.2,,-0.7,0.8,0.1,.009,,-3.3,-0.2,-3.5,-0.3
11,Matt Harpring,32,63,693,12.3,.508,.008,.299,8.1,13.1,10.6,6.4,2.2,1.0,9.6,19.5,,0.4,0.8,1.2,.086,,-2.4,-0.6,-3.0,-0.2
12,Kosta Koufos,19,48,565,15.2,.540,.000,.276,10.6,18.6,14.6,5.7,1.1,4.3,11.1,18.5,,0.6,0.7,1.3,.112,,-2.3,0.7,-1.6,0.1
13,Morris Almond,23,25,255,7.3,.498,.210,.321,4.2,12.6,8.4,4.2,0.8,1.2,14.8,19.1,,-0.1,0.2,0.1,.010,,-4.7,-2.1,-6.8,-0.3
14,Jarron Collins,30,26,201,5.8,.502,.000,.314,11.9,10.1,11.0,4.9,0.5,0.4,18.4,10.9,,0.1,0.1,0.2,.047,,-2.9,-1.0,-3.9,-0.1
15,Kyrylo Fesenko,22,21,156,13.0,.542,.000,.583,10.7,17.6,14.2,3.9,2.3,7.6,16.6,15.6,,0.0,0.3,0.3,.095,,-3.4,3.8,0.4,0.1
