
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
34,Mengke Bateer,C,6-11,290,November 20 1975,1,
12,Bruce Bowen,SF,6-7,185,June 14 1971,6,California State University Fullerton
23,Devin Brown,SG,6-5,220,December 30 1978,R,University of Texas at San Antonio
10,Speedy Claxton,PG,5-11,166,May 8 1978,1,Hofstra University
21,Tim Duncan,PF,6-11,250,April 25 1976,5,Wake Forest University
35,Danny Ferry,SF,6-10,230,October 17 1966,12,Duke University
20,Manu Ginobili,SG,6-6,205,July 28 1977,R,
5,Anthony Goldwire,PG,6-1,182,September 6 1971,4,University of Houston
3,Stephen Jackson,SG,6-8,218,April 5 1978,2,Butler County Community College
25,Steve Kerr,PG,6-3,175,September 27 1965,14,University of Arizona
9,Tony Parker,PG,6-2,185,May 17 1982,1,
50,David Robinson,C,7-1,235,August 6 1965,13,United States Naval Academy
31,Malik Rose,PF,6-7,250,November 23 1974,6,Drexel University
8,Steve Smith,SG,6-7,200,March 31 1969,11,Michigan State University
42,Kevin Willis,C,7-0,220,September 6 1962,17,Michigan State University
