
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Pau Gasol,22,82,82,2948,569,1116,.510,1,10,.100,568,1106,.514,.510,416,565,.736,192,528,720,229,34,148,213,220,1555
2,Jason Williams,27,76,76,2407,333,859,.388,143,404,.354,190,455,.418,.471,110,131,.840,25,187,212,631,91,10,168,130,919
3,Shane Battier,24,78,47,2383,275,569,.483,86,216,.398,189,353,.535,.559,120,145,.828,128,217,345,105,102,88,68,207,756
4,Lorenzen Wright,27,70,49,1982,325,716,.454,0,5,.000,325,711,.457,.454,147,223,.659,170,358,528,80,51,54,110,209,797
5,Wesley Person,31,66,44,1941,274,601,.456,100,231,.433,174,370,.470,.539,79,97,.814,24,168,192,112,42,19,56,64,727
6,Stromile Swift,23,67,26,1478,235,489,.481,0,2,.000,235,487,.483,.481,177,245,.722,114,270,384,45,55,104,99,152,647
7,Earl Watson,23,79,2,1366,170,391,.435,31,91,.341,139,300,.463,.474,62,86,.721,46,118,164,225,89,14,88,138,433
8,Drew Gooden,21,51,29,1329,255,576,.443,14,46,.304,241,530,.455,.455,92,132,.697,105,190,295,63,38,22,105,121,616
9,Mike Batiste,25,75,2,1248,197,467,.422,18,81,.222,179,386,.464,.441,69,88,.784,82,175,257,52,42,16,69,120,481
10,Gordan Giricek,25,49,35,1187,207,478,.433,46,130,.354,161,348,.463,.481,88,107,.822,18,90,108,70,22,6,94,104,548
11,Brevin Knight,27,55,4,928,97,228,.425,2,8,.250,95,220,.432,.430,20,37,.541,15,66,81,233,69,2,94,123,216
12,Mike Miller,22,16,13,360,77,151,.510,22,44,.500,55,107,.514,.583,29,36,.806,6,49,55,31,6,5,26,34,205
13,Ryan Humphrey,23,13,0,122,12,35,.343,0,0,,12,35,.343,.343,5,11,.455,4,26,30,4,5,2,2,18,29
14,Michael Dickerson,27,6,1,87,10,24,.417,4,11,.364,6,13,.462,.500,5,5,1.000,1,5,6,8,5,1,6,16,29
15,Cezary Trybanski,23,15,0,86,5,20,.250,0,0,,5,20,.250,.250,4,10,.400,6,8,14,1,0,6,8,13,14
16,Robert Archibald,22,12,0,72,6,20,.300,0,0,,6,20,.300,.300,7,18,.389,6,11,17,3,0,3,7,9,19
17,Chris Owens,23,1,0,6,2,3,.667,0,0,,2,3,.667,.667,0,0,,1,0,1,0,0,0,1,0,4
,Team Totals,,82,,19930,3049,6743,.452,467,1279,.365,2582,5464,.473,.487,1430,1936,.739,943,2466,3409,1892,651,500,1262,1678,7995
