
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
30,Alex Bradley,SF,6-6,215,October 30 1959,R,Villanova University
35,Reggie Carter,SG,6-3,175,October 10 1957,1,St. John's University
25,Bill Cartwright,C,7-1,245,July 30 1957,2,University of San Francisco
45,Hollis Copeland,SF,6-6,180,December 20 1955,1,Rutgers University
42,Larry Demic,PF,6-9,225,June 27 1957,2,University of Arizona
43,Toby Knight,SF,6-9,210,May 3 1955,3,University of Notre Dame
23,Maurice Lucas,PF,6-9,215,February 18 1952,7,Marquette University
14,Mike Newlin,SG,6-4,200,January 2 1949,10,University of Utah
20,Micheal Ray Richardson,PG,6-5,189,April 11 1955,3,University of Montana
21,Campy Russell,SF,6-8,215,January 12 1952,7,University of Michigan
31,DeWayne Scales,PF,6-8,208,December 28 1958,1,Louisiana State University
9,Randy Smith,SG,6-3,180,December 12 1948,10,State University of New York College at Buffalo
40,Marvin Webster,C,7-1,225,April 13 1952,6,Morgan State University
44,Paul Westphal,SG,6-4,195,November 30 1950,9,University of Southern California
33,Sly Williams,SF,6-7,210,January 26 1958,2,University of Rhode Island
