
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Mitch Richmond,29,82,3172,17.2,.551,.283,.297,2.6,10.4,6.6,17.8,1.5,0.7,12.1,27.0,,4.9,3.1,8.0,.120,,2.5,-0.7,1.8,3.0
2,Walt Williams,24,77,2739,15.0,.544,.297,.365,4.3,10.2,7.3,19.3,2.3,1.7,17.3,22.7,,1.6,3.4,5.1,.089,,1.1,1.4,2.5,3.1
3,Olden Polynice,30,81,2534,14.7,.565,.001,.281,13.0,20.2,16.7,4.0,1.0,1.5,12.7,15.6,,3.3,3.4,6.7,.126,,-0.6,0.6,0.0,1.3
4,Spud Webb,31,76,2458,13.7,.552,.210,.351,1.4,6.8,4.1,29.8,1.6,0.2,18.9,17.7,,3.1,2.0,5.1,.099,,-0.1,-1.4,-1.5,0.3
5,Brian Grant,22,80,2289,16.5,.546,.005,.449,10.7,19.5,15.2,7.4,1.1,3.8,14.4,22.0,,1.9,3.4,5.3,.112,,-1.4,1.6,0.2,1.3
6,Michael Smith,22,82,1736,13.5,.544,.005,.645,11.9,20.6,16.3,6.1,1.8,2.1,16.9,16.1,,0.9,2.8,3.7,.101,,-1.9,1.8,-0.1,0.8
7,Bobby Hurley,23,68,1105,7.7,.449,.268,.268,1.5,5.8,3.7,30.6,1.4,0.0,25.7,17.2,,-1.1,0.8,-0.3,-0.014,,-4.5,-2.7,-7.2,-1.4
8,Randy Brown,26,67,1086,11.8,.491,.164,.286,2.6,8.9,5.8,18.9,4.7,1.3,19.4,16.4,,-0.3,1.9,1.6,.071,,-2.3,2.9,0.6,0.7
9,Lionel Simmons,26,58,1064,10.0,.469,.051,.269,6.8,14.5,10.7,13.1,1.4,1.6,16.7,17.5,,-0.4,1.3,0.9,.039,,-3.5,1.2,-2.3,-0.1
10,Duane Causwell,26,58,820,11.4,.550,.007,.667,8.3,16.3,12.4,2.7,0.9,7.3,14.8,12.1,,0.5,1.3,1.8,.105,,-3.7,3.5,-0.3,0.4
11,Alaa Abdelnaby,26,51,476,14.1,.540,.009,.159,8.5,17.3,13.0,5.3,1.6,1.9,14.5,25.7,,-0.1,0.7,0.6,.058,,-3.6,-1.4,-5.0,-0.4
12,Henry Turner,28,30,149,12.6,.470,.088,.614,13.6,8.4,11.0,7.7,2.8,0.5,14.2,25.2,,-0.1,0.2,0.1,.038,,-2.6,-1.3,-3.9,-0.1
13,Trevor Wilson,26,15,147,12.8,.509,.000,.350,8.1,12.5,10.3,12.8,1.4,1.0,11.5,15.8,,0.2,0.2,0.3,.103,,-1.9,0.2,-1.7,0.0
14,Doug Lee,30,22,75,18.1,.628,.720,.840,0.0,7.6,3.9,10.4,4.2,3.0,12.7,23.3,,0.2,0.1,0.4,.229,,3.2,0.2,3.4,0.1
15,Derrick Phelps,22,3,5,-17.3,.000,.000,2.000,0.0,0.0,0.0,26.3,0.0,0.0,0.0,16.7,,0.0,0.0,0.0,-0.339,,-15.9,-8.5,-24.3,0.0
