
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Mychal Thompson,30,79,2616,17.5,.554,.000,.404,9.1,17.3,13.2,11.0,1.4,2.2,15.0,23.3,,2.9,3.1,6.1,.111,,0.5,0.5,1.0,2.0
2,Clyde Drexler,22,80,2555,19.7,.534,.032,.253,9.5,11.3,10.4,24.4,3.2,1.5,14.7,23.5,,4.0,3.5,7.5,.141,,3.3,1.9,5.2,4.6
3,Kiki Vandeweghe,26,72,2502,18.0,.603,.028,.356,3.3,6.9,5.1,6.2,0.7,0.5,8.0,23.1,,7.2,1.2,8.4,.161,,2.2,-2.9,-0.8,0.8
4,Darnell Valentine,25,75,2278,15.1,.541,.003,.427,2.7,8.1,5.4,28.9,2.9,0.1,19.4,17.4,,2.6,2.4,5.0,.106,,0.2,-0.3,-0.1,1.1
5,Jim Paxson,27,68,2253,17.3,.555,.039,.251,3.4,7.6,5.5,16.6,2.1,0.1,9.0,21.2,,4.6,1.9,6.5,.138,,2.1,-1.1,1.0,1.7
6,Sam Bowie,23,76,2216,15.7,.578,.000,.404,10.5,22.6,16.6,12.2,1.2,5.0,20.8,14.8,,2.2,3.5,5.7,.123,,-0.3,3.8,3.6,3.1
7,Steve Colter,22,78,1462,12.5,.520,.155,.273,3.1,8.4,5.7,21.2,2.4,0.3,17.3,17.5,,0.9,1.4,2.3,.076,,-0.7,-0.9,-1.6,0.2
8,Kenny Carr,29,48,1120,13.4,.572,.008,.452,9.0,23.2,16.1,6.6,1.0,0.8,18.7,18.9,,0.7,1.4,2.1,.091,,-1.9,-0.7,-2.6,-0.2
9,Audie Norris,24,78,1117,10.6,.600,.012,.829,9.1,16.0,12.5,5.2,1.7,1.6,23.0,15.4,,0.6,1.4,1.9,.083,,-2.1,0.2,-1.9,0.0
10,Jerome Kersey,22,77,958,15.3,.524,.008,.487,11.1,12.9,12.0,8.8,2.4,1.7,12.8,21.4,,1.0,1.2,2.2,.111,,-0.4,-0.3,-0.7,0.3
11,Bernard Thompson,22,59,535,9.5,.420,.038,.241,7.8,8.1,8.0,12.4,2.7,1.0,13.0,20.0,,-0.3,0.6,0.2,.022,,-3.2,-0.5,-3.6,-0.2
12,Tom Scheffler,30,39,268,6.9,.435,.000,.392,7.5,24.1,15.9,4.8,1.4,2.2,20.1,11.1,,-0.2,0.4,0.2,.037,,-5.6,1.0,-4.6,-0.2
