
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1,Kobe Bryant,34,78,78,3013,12.5,26.9,.463,2.2,6.9,.324,10.2,20.0,.510,8.9,10.6,.839,1.1,6.2,7.3,7.9,1.8,0.4,4.8,2.9,36.0,,112,107
2,Dwight Howard,27,76,76,2722,8.8,15.2,.578,0.0,0.1,.167,8.8,15.1,.581,6.6,13.5,.492,4.7,13.0,17.6,2.0,1.6,3.5,4.2,5.4,24.2,,105,100
3,Metta World Peace,33,75,66,2530,6.7,16.6,.403,2.8,8.3,.342,3.8,8.3,.464,2.5,3.4,.734,2.0,5.4,7.5,2.3,2.5,0.8,2.0,4.0,18.7,,105,106
4,Jodie Meeks,25,78,10,1663,6.3,16.2,.387,3.7,10.5,.357,2.5,5.7,.441,2.6,2.9,.896,1.1,4.1,5.2,2.1,1.8,0.2,1.6,3.1,18.9,,109,109
5,Pau Gasol,32,49,42,1655,8.3,17.8,.466,0.2,0.9,.286,8.0,16.9,.475,3.8,5.5,.702,3.4,9.5,12.9,6.1,0.7,1.9,3.2,2.9,20.7,,107,106
6,Antawn Jamison,36,76,6,1636,8.3,17.9,.464,2.6,7.2,.361,5.7,10.6,.535,2.9,4.2,.691,3.4,7.9,11.2,1.6,0.9,0.7,1.6,3.9,22.1,,114,108
7,Steve Nash,38,50,50,1627,7.4,14.8,.497,1.8,4.1,.438,5.6,10.8,.519,3.3,3.6,.922,0.8,3.6,4.4,10.4,0.9,0.2,3.9,2.2,19.9,,117,111
8,Earl Clark,25,59,36,1363,6.3,14.4,.440,1.3,3.9,.337,5.0,10.5,.479,2.0,2.8,.697,3.1,9.1,12.1,2.4,1.3,1.6,2.3,3.8,16.0,,103,105
9,Steve Blake,32,45,13,1175,4.9,11.7,.422,3.1,7.4,.421,1.8,4.3,.424,1.2,1.5,.771,0.9,4.8,5.7,7.5,1.5,0.3,2.7,3.6,14.1,,114,109
10,Chris Duhon,30,46,9,820,2.9,7.6,.382,2.0,5.6,.363,0.9,2.0,.438,0.4,0.8,.462,0.7,3.5,4.2,8.2,1.2,0.1,2.5,3.5,8.2,,108,111
11,Darius Morris,22,48,17,683,5.4,14.0,.388,1.8,4.9,.364,3.6,9.1,.402,1.8,2.8,.649,1.8,2.5,4.2,5.7,1.6,0.1,3.3,4.3,14.4,,96,110
12,Jordan Hill,25,29,1,458,8.5,17.2,.497,0.0,0.2,.000,8.5,17.0,.503,4.4,6.8,.656,9.1,9.3,18.4,1.4,0.9,2.1,2.9,6.1,21.5,,113,105
13,Robert Sacre,23,32,3,203,4.5,12.0,.375,0.0,0.0,,4.5,12.0,.375,1.8,2.8,.636,2.3,6.3,8.5,1.5,0.0,2.5,2.5,9.5,10.8,,83,108
14,Devin Ebanks,23,19,3,197,6.2,18.8,.329,1.5,5.7,.273,4.6,13.2,.353,2.8,3.6,.786,2.6,8.0,10.6,2.6,0.8,0.3,2.8,5.9,16.8,,87,108
15,Darius Johnson-Odom,23,4,0,6,0.0,33.9,.000,0.0,8.5,.000,0.0,25.4,.000,0.0,0.0,,8.5,25.4,33.9,8.5,0.0,0.0,0.0,0.0,0.0,,35,100
16,Andrew Goudelock,24,1,0,6,0.0,16.9,.000,0.0,0.0,,0.0,16.9,.000,0.0,0.0,,8.5,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,,38,116
