
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
12,Dick Barnett,SG,6-4,190,October 2 1936,10,Tennessee State University
24,Bill Bradley,SF,6-5,205,July 28 1943,3,Princeton University
22,Dave DeBusschere,PF,6-6,220,October 16 1940,8,University of Detroit Mercy
34,Greg Fillmore,C,7-1,240,March 7 1947,R,Cheyney University of Pennsylvania
10,Walt Frazier,PG,6-4,200,March 29 1945,3,Southern Illinois University
18,Phil Jackson,PF,6-8,220,September 17 1945,2,University of North Dakota
26,Eddie Mast,PF,6-9,220,October 3 1948,R,Temple University
5,Mike Price,SG,6-3,200,September 11 1948,R,University of Illinois at Urbana-Champaign
19,Willis Reed,C,6-9,235,June 25 1942,6,Grambling State University
6,Mike Riordan,SF,6-4,200,July 9 1945,2,Providence College
33,Cazzie Russell,SF,6-5,218,June 7 1944,4,University of Michigan
9,Dave Stallworth,SF,6-7,200,December 20 1941,3,Wichita State University
25,Milt Williams,PG,6-2,182,November 22 1945,R,Lincoln University of Missouri
