
Rk,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Eddie Johnson,24,82,82,2920,753,1552,.485,20,64,.313,733,1488,.493,.492,268,331,.810,165,290,455,296,76,21,213,266,1794
2,Larry Drew,25,73,73,2363,474,1026,.462,3,10,.300,471,1016,.464,.463,243,313,.776,33,113,146,558,121,10,194,170,1194
3,Mark Olberding,27,81,81,2160,249,504,.494,0,1,.000,249,503,.495,.494,261,318,.821,119,326,445,192,50,28,166,291,759
4,LaSalle Thompson,22,80,38,1915,333,637,.523,0,0,,333,637,.523,.523,160,223,.717,260,449,709,86,71,145,168,327,826
5,Billy Knight,31,75,39,1885,358,729,.491,4,14,.286,354,715,.495,.494,243,283,.859,89,166,255,160,54,6,155,122,963
6,Mike Woodson,25,71,12,1838,389,816,.477,2,8,.250,387,808,.479,.478,247,302,.818,62,113,175,175,83,28,115,174,1027
7,Joe Meriweather,30,73,31,1501,193,363,.532,0,0,,193,363,.532,.532,94,123,.764,111,242,353,51,35,61,83,247,480
8,Don Buse,33,76,10,1327,150,352,.426,18,59,.305,132,293,.451,.452,63,80,.788,29,87,116,303,86,1,87,62,381
9,Ed Nealy,23,71,1,960,63,126,.500,0,0,,63,126,.500,.500,48,60,.800,73,149,222,50,41,9,33,138,174
10,Reggie Theus,26,30,30,897,170,388,.438,4,27,.148,166,361,.460,.443,130,173,.751,29,54,83,210,29,9,97,93,474
11,Steve Johnson,26,50,12,893,189,342,.553,0,0,,189,342,.553,.553,101,177,.571,94,158,252,63,22,48,105,188,479
12,Dane Suttle,22,40,1,469,109,214,.509,0,3,.000,109,211,.517,.509,40,47,.851,21,25,46,46,20,0,32,46,258
13,Larry Micheaux,23,39,0,332,49,90,.544,0,0,,49,90,.544,.544,21,39,.538,40,73,113,19,21,11,21,46,119
14,Dave Robisch,34,8,0,162,18,48,.375,0,0,,18,48,.375,.375,11,13,.846,12,17,29,6,3,1,0,15,47
15,Kevin Loder,24,10,0,133,19,43,.442,1,3,.333,18,40,.450,.453,9,13,.692,7,11,18,14,3,5,11,15,48
,Team Totals,,82,,19755,3516,7230,.486,52,189,.275,3464,7041,.492,.490,1939,2495,.777,1144,2273,3417,2229,715,383,1504,2200,9023
