
No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
1,Cory Alexander,PG,6-1,185,June 22 1973,1,University of Virginia
33,Greg Anderson,C,6-10,230,June 22 1964,8,University of Houston
40,Joe Courtney,PF,6-8,235,October 17 1969,3,University of Southern Mississippi
15,Vinny Del Negro,SG,6-4,185,August 9 1966,6,North Carolina State University
32,Sean Elliott,SF,6-8,205,February 2 1968,7,University of Arizona
14,Jamie Feick,PF,6-9,255,July 3 1974,R,Michigan State University
4,Devin Gray,PF,6-7,240,May 31 1972,R,Clemson University
4,Darrin Hancock,SF,6-7,205,November 3 1971,2,University of Kansas
7,Carl Herrera,PF,6-9,215,December 14 1966,5,University of Houston
34,Stephen Howard,SF,6-9,225,July 15 1970,2,DePaul University
6,Avery Johnson,PG,5-10,175,March 25 1965,8,Southern University and A&amp;M College
8,Tim Kempton,PF,6-10,245,January 25 1964,6,University of Notre Dame
11,Vernon Maxwell,SG,6-4,180,September 12 1965,8,University of Florida
9,Gaylon Nickerson,SG,6-3,190,February 5 1969,R,Northwestern Oklahoma State University
41,Will Perdue,C,7-0,240,August 29 1965,8,Vanderbilt University
50,David Robinson,C,7-1,235,August 6 1965,7,United States Naval Academy
35,Jason Sasser,SF,6-7,225,January 13 1974,R,Texas Tech University
,Charles Smith,PF,6-10,230,July 16 1965,8,University of Pittsburgh
21,Dominique Wilkins,SF,6-7,200,January 12 1960,13,University of Georgia
3,Monty Williams,SF,6-8,225,October 8 1971,2,University of Notre Dame
