
Rk,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1,Tayshaun Prince,30,78,2562,15.1,.511,.098,.168,3.6,12.6,7.9,14.4,0.6,1.3,7.1,21.0,,2.9,0.4,3.3,.062,,0.0,-1.7,-1.7,0.2
2,Greg Monroe,20,80,2222,18.0,.575,.002,.424,13.0,20.4,16.5,7.5,2.3,1.6,11.0,15.4,,4.7,1.9,6.6,.143,,1.4,1.0,2.5,2.5
3,Rodney Stuckey,24,70,2183,18.4,.544,.109,.461,3.7,8.6,6.0,27.5,1.9,0.4,13.5,24.5,,4.4,0.6,5.0,.111,,2.3,-2.0,0.3,1.3
4,Ben Gordon,27,82,2131,12.4,.548,.345,.208,2.2,9.3,5.6,13.2,1.2,0.6,14.4,21.5,,1.3,0.3,1.7,.037,,0.1,-2.6,-2.5,-0.3
5,Tracy McGrady,31,72,1686,14.9,.503,.171,.251,3.4,15.4,9.1,23.6,2.1,1.6,15.2,18.6,,1.0,1.1,2.1,.061,,-0.5,0.2,-0.3,0.7
6,Charlie Villanueva,26,76,1666,15.9,.553,.456,.164,3.5,18.8,10.8,5.0,1.4,2.0,8.0,23.1,,2.1,1.0,3.1,.091,,0.9,-2.7,-1.8,0.1
7,Richard Hamilton,32,55,1498,15.8,.520,.215,.256,1.9,8.7,5.1,19.8,1.4,0.2,10.5,26.0,,1.6,0.2,1.8,.059,,0.9,-3.4,-2.5,-0.2
8,Austin Daye,22,72,1446,13.0,.518,.365,.229,5.2,18.6,11.6,8.5,1.5,2.2,10.2,18.6,,1.2,0.9,2.1,.070,,-0.6,-0.7,-1.3,0.3
9,Ben Wallace,36,54,1238,12.3,.442,.013,.383,12.2,22.9,17.3,8.1,2.3,3.5,20.2,8.2,,0.5,1.4,1.9,.072,,-2.0,3.8,1.8,1.2
10,Will Bynum,28,61,1125,15.2,.524,.123,.300,1.6,6.7,4.0,28.6,2.5,0.3,15.3,22.5,,1.1,0.4,1.5,.066,,-0.2,-2.9,-3.1,-0.3
11,Chris Wilcox,28,57,995,18.0,.587,.003,.276,11.2,22.7,16.7,7.4,1.6,1.4,10.6,18.9,,2.0,0.8,2.8,.133,,0.4,-0.9,-0.5,0.4
12,Jason Maxiell,27,57,930,9.4,.510,.000,.524,8.3,14.7,11.4,2.7,1.4,1.8,15.9,13.9,,0.0,0.4,0.5,.024,,-3.6,-0.9,-4.5,-0.6
13,DaJuan Summers,23,22,199,4.4,.476,.304,.290,1.2,6.4,3.7,1.6,0.8,0.4,14.3,21.3,,-0.3,0.0,-0.3,-0.083,,-5.5,-5.0,-10.5,-0.4
